id_muestra,tipo,titulo,director,reparto,pais,fecha_agregada,anio_estreno,clasificacion,duracion,generos,idioma,descripcion,popularidad,votos,promedio_votos,presupuesto,ingresos
10192,Pelicula,Shrek Forever After,Mike Mitchell,"Mike Myers, Eddie Murphy, Cameron Diaz, Antonio Banderas, Walt Dohrn",Estados Unidos,2010-05-16,2010,6.38,,"Comedia, Aventura, Fantasia, Animacion, Familia",Ingles,"A bored and domesticated Shrek pacts with deal-maker Rumpelstiltskin to get back to feeling like a real ogre again, but when he's duped and sent to a twisted version of Far Far Away—where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never met—he sets out to restore his world and reclaim his true love.",203.893,7449,6.38,165000000,752600867
27205,Pelicula,Inception,Christopher Nolan,"Leonardo DiCaprio, Joseph Gordon-Levitt, Ken Watanabe, Tom Hardy, Elliot Page","Reino Unido, Estados Unidos",2010-07-15,2010,8.369,,"Accion, Ciencia Ficcion, Aventura",Ingles,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",156.242,37119,8.369,160000000,839030630
12444,Pelicula,Harry Potter and the Deathly Hallows: Part 1,David Yates,"Daniel Radcliffe, Emma Watson, Rupert Grint, Toby Jones, Helena Bonham Carter","Reino Unido, Estados Unidos",2010-11-17,2010,7.744,,"Aventura, Fantasia",Ingles,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",121.191,19327,7.744,250000000,954305868
38757,Pelicula,Tangled,"Byron Howard, Nathan Greno","Mandy Moore, Zachary Levi, Donna Murphy, Ron Perlman, M.C. Gainey",Estados Unidos,2010-11-24,2010,7.6,,"Animacion, Familia, Aventura",Ingles,"Feisty teenager Rapunzel, who has long and magical hair, wants to go and see sky lanterns on her eighteenth birthday, but she's bound to a tower by her overprotective mother. She strikes a deal with Flynn Rider, a charming wanted thief, and the duo set off on an action-packed escapade.",111.762,11638,7.6,260000000,592461732
10191,Pelicula,How to Train Your Dragon,"Chris Sanders, Dean DeBlois","Jay Baruchel, Gerard Butler, Craig Ferguson, America Ferrera, Jonah Hill",Estados Unidos,2010-03-18,2010,7.8,,"Fantasia, Aventura, Animacion, Familia",Ingles,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father.",110.044,13259,7.8,165000000,494879471
11324,Pelicula,Shutter Island,Martin Scorsese,"Leonardo DiCaprio, Mark Ruffalo, Ben Kingsley, Max von Sydow, Michelle Williams",Estados Unidos,2010-02-14,2010,8.2,,"Drama, Suspenso, Misterio",Ingles,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by troubling visions and a mysterious doctor.",101.551,24282,8.2,80000000,294804195
38575,Pelicula,The Karate Kid,Harald Zwart,"Jaden Smith, Jackie Chan, Taraji P. Henson, Wenwen Han, Wang ZhenWei","China, Hong Kong, Estados Unidos",2010-06-10,2010,6.5,,"Accion, Aventura, Drama, Familia",Ingles,"Twelve-year-old Dre Parker could have been the most popular kid in Detroit, but his mother's latest career move has landed him in China. Dre immediately falls for his classmate Mei Ying but the cultural differences make such a friendship impossible. Even worse, Dre's feelings make him an enemy of the class bully, Cheng. With no friends in a strange land, Dre has nowhere to turn but maintenance man Mr. Han, who is a kung fu master. As Han teaches Dre that kung fu is not about punches and parries, but maturity and calm, Dre realizes that facing down the bullies will be the fight of his life.",96.385,6082,6.5,40000000,359126022
10138,Pelicula,Iron Man 2,Jon Favreau,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Scarlett Johansson, Sam Rockwell",Estados Unidos,2010-04-28,2010,6.8,,"Aventura, Accion, Ciencia Ficcion",Ingles,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.",95.255,21222,6.8,200000000,623933331
38365,Pelicula,Grown Ups,Dennis Dugan,"Adam Sandler, Kevin James, Chris Rock, David Spade, Rob Schneider",Estados Unidos,2010-06-24,2010,6.394,,Comedia,Ingles,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",93.281,6212,6.394,80000000,271430189
48650,Pelicula,Room in Rome,Julio Medem,"Elena Anaya, Natasha Yarovenko, Enrico Lo Verso, Najwa Nimri, Ander Malles","Francia, Espana",2010-05-07,2010,6.416,,"Drama, Romance",Espanol,"A hotel room in the center of Rome serves as the setting for Alba and Natasha, two sexy and recently acquainted women, to have a physical adventure that touches their very souls.",90.23,748,6.416,0,844281
20352,Pelicula,Despicable Me,"Pierre Coffin, Chris Renaud","Steve Carell, Jason Segel, Miranda Cosgrove, Elsie Fisher, Dana Gaier",Estados Unidos,2010-07-08,2010,7.2,,"Animacion, Familia, Comedia",Ingles,"Villainous Gru lives up to his reputation as a despicable, deplorable and downright unlikable guy when he hatches a plan to steal the moon from the sky. But he has a tough time staying on task after three orphans land in his care.",86.361,15258,7.2,69000000,543284256
10193,Pelicula,Toy Story 3,Lee Unkrich,"Tom Hanks, Tim Allen, Joan Cusack, Don Rickles, Wallace Shawn",Estados Unidos,2010-06-16,2010,7.8,,"Animacion, Familia, Comedia",Ingles,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",83.097,14847,7.8,200000000,1067316101
24021,Pelicula,The Twilight Saga: Eclipse,David Slade,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Bryce Dallas Howard, Dakota Fanning",Estados Unidos,2010-06-23,2010,6.204,,"Aventura, Fantasia, Drama, Romance",Ingles,"Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life.",81.8,8829,6.204,68000000,698491347
12155,Pelicula,Alice in Wonderland,Tim Burton,"Mia Wasikowska, Johnny Depp, Anne Hathaway, Helena Bonham Carter, Crispin Glover",Estados Unidos,2010-03-03,2010,6.6,,"Familia, Fantasia, Aventura",Ingles,"Alice, now 19 years old, returns to the whimsical world she first entered as a child and embarks on a journey to discover her true destiny.",80.326,14114,6.6,200000000,1025467110
73861,Pelicula,A Serbian Film,Srđan Spasojevic,"Srđan 'Zika' Todorovic, Sergej Trifunovic, Jelena Gavrilovic, Slobodan Bestic, Katarina Zutic",Serbia,2010-06-16,2010,5.471,,"Crimen, Terror, Suspenso",Serbio,"Retired porn star Milos leads a normal family life trying to make ends meet. Presented with the opportunity of a lifetime to financially support his family for the rest of their lives, Milos must participate in one last mysterious film. From then on, Milos is drawn into a maelstrom of unbelievable cruelty and mayhem.",74.238,2018,5.471,0,0
38234,Pelicula,Undisputed III: Redemption,Isaac Florentine,"Scott Adkins, Mykel Shannon Jenkins, Mark Ivanir, Hristo Shopov, Marko Zaror",Estados Unidos,2010-04-17,2010,7.517,,"Accion, Suspenso, Crimen, Drama",Ingles,"Russian inmate Boyka, now severely hobbled by the knee injury suffered at the end of Undisputed 2. No longer the feared prison fighter he was, he has declined so far that he is now good only for cleaning toilets. But when a new prison fight tournament begins - an international affair, matching the best fighters from prisons around the globe, enticing them with the promise of freedom for the winner - Boyka must reclaim his dignity and fight for his position in the tournament.",71.837,925,7.517,3000000,282548
37799,Pelicula,The Social Network,David Fincher,"Jesse Eisenberg, Andrew Garfield, Armie Hammer, Josh Pence, Justin Timberlake",Estados Unidos,2010-10-01,2010,7.368,,Drama,Ingles,"In 2003, Harvard undergrad and computer programmer Mark Zuckerberg begins work on a new concept that eventually turns into the global social network known as Facebook. Six years later, Mark is one of the youngest billionaires ever, but his unprecedented success leads to both personal and legal complications when he ends up on the receiving end of two lawsuits, one involving his former friend.",69.048,12285,7.368,40000000,224920315
61979,Pelicula,Three Steps Above Heaven,Fernando Gonzalez Molina,"Maria Valverde, Mario Casas, Alvaro Cervantes, Marina Salas, Nerea Camacho",Espana,2010-12-03,2010,7.7,,"Romance, Drama",Espanol,"Story of two young people who belong to different worlds. It is the chronicle of a love improbable, almost impossible but inevitable dragging in a frantic journey they discover the first great love. Babi is a girl from upper-middle class that is educated in goodness and innocence . Hache is a rebellious boy, impulsive, unconscious, has a appetite for risk and danger embodied in endless fights and illegal motorbike races, the limit of common sense",66.968,3095,7.7,0,0
32657,Pelicula,Percy Jackson & the Olympians: The Lightning Thief,Chris Columbus,"Logan Lerman, Brandon T. Jackson, Alexandra Daddario, Jake Abel, Pierce Brosnan",Estados Unidos,2010-02-01,2010,6.21,,"Aventura, Fantasia, Familia",Ingles,"Accident prone teenager, Percy discovers he's actually a demi-God, the son of Poseidon, and he is needed when Zeus' lightning is stolen. Percy must master his new found skills in order to prevent a war between the Gods that could devastate the entire world.",64.865,7519,6.21,95000000,226497209
23168,Pelicula,The Town,Ben Affleck,"Ben Affleck, Jeremy Renner, Rebecca Hall, Jon Hamm, Blake Lively","Reino Unido, Estados Unidos",2010-09-15,2010,7.2,,"Crimen, Drama, Suspenso",Ingles,"Doug MacRay is a longtime thief, who, smarter than the rest of his crew, is looking for his chance to exit the game. When a bank job leads to the group kidnapping an attractive branch manager, he takes on the role of monitoring her – but their burgeoning relationship threatens to unveil the identities of Doug and his crew to the FBI Agent who is on their case.",58.865,5117,7.2,37000000,154026136
34851,Pelicula,Predators,Nimrod Antal,"Adrien Brody, Topher Grace, Alice Braga, Oleg Taktarov, Laurence Fishburne",Estados Unidos,2010-07-03,2010,6.3,,"Ciencia Ficcion, Accion, Suspenso",Ingles,A group of cold-blooded killers find themselves trapped on an alien planet to be hunted by extraterrestrial Predators.,58.518,4194,6.3,40000000,127200000
38055,Pelicula,Megamind,Tom McGrath,"Will Ferrell, Tina Fey, Jonah Hill, Brad Pitt, David Cross",Estados Unidos,2010-10-28,2010,6.999,,"Animacion, Accion, Comedia, Familia, Ciencia Ficcion",Ingles,"After Megamind, a highly intelligent alien supervillain, defeats his long-time nemesis Metro Man, Megamind creates a new hero to fight, but must act to save the city when his ""creation"" becomes an even worse villain than he was.",58.422,6944,6.999,130000000,321885765
10140,Pelicula,The Chronicles of Narnia: The Voyage of the Dawn Treader,Michael Apted,"Georgie Henley, Skandar Keynes, Ben Barnes, Will Poulter, Anna Popplewell","Reino Unido, Estados Unidos",2010-12-02,2010,6.4,,"Aventura, Familia, Fantasia",Ingles,"This time around Edmund and Lucy Pevensie, along with their pesky cousin Eustace Scrubb find themselves swallowed into a painting and on to a fantastic Narnian ship headed for the very edges of the world.",53.64,5621,6.4,155000000,415686217
27578,Pelicula,The Expendables,Sylvester Stallone,"Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren, Eric Roberts","Bulgaria, Estados Unidos",2010-08-03,2010,6.248,,"Suspenso, Aventura, Accion",Ingles,"Barney Ross leads a band of highly skilled mercenaries including knife enthusiast Lee Christmas, a martial arts expert Yin Yang, heavy weapons specialist Hale Caesar, demolitionist Toll Road, and a loose-cannon sniper Gunner Jensen. When the group is commissioned by the mysterious Mr. Church to assassinate the dictator of a small South American island, Barney and Lee visit the remote locale to scout out their opposition and discover the true nature of the conflict engulfing the city.",53.249,7827,6.248,80000000,274470394
18823,Pelicula,Clash of the Titans,Louis Leterrier,"Sam Worthington, Gemma Arterton, Mads Mikkelsen, Alexa Davalos, Jason Flemyng",Estados Unidos,2010-03-26,2010,5.9,,"Aventura, Fantasia, Accion",Ingles,"Born of a god but raised as a man, Perseus is helpless to save his family from Hades, vengeful god of the underworld. With nothing to lose, Perseus volunteers to lead a dangerous mission to defeat Hades before he can seize power from Zeus and unleash hell on earth. Battling unholy demons and fearsome beasts, Perseus and his warriors will only survive if Perseus accepts his power as a god, defies fate and creates his own destiny.",51.888,6308,5.9,125000000,493214993
44214,Pelicula,Black Swan,Darren Aronofsky,"Natalie Portman, Mila Kunis, Vincent Cassel, Barbara Hershey, Winona Ryder",Estados Unidos,2010-12-03,2010,7.7,,"Drama, Suspenso, Terror",Ingles,"The story of Nina, a ballerina in a New York City ballet company whose life, like all those in her profession, is completely consumed with dance. She lives with her retired ballerina mother Erica who zealously supports her daughter's professional ambition. When artistic director Thomas Leroy decides to replace prima ballerina Beth MacIntyre for the opening production of their new season, Swan Lake, Nina is his first choice.",45.984,14650,7.7,13000000,329398046
23483,Pelicula,Kick-Ass,Matthew Vaughn,"Aaron Taylor-Johnson, Chloe Grace Moretz, Nicolas Cage, Lyndsy Fonseca, Mark Strong","Reino Unido, Estados Unidos",2010-03-26,2010,7.122,,"Accion, Crimen",Ingles,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a super-hero, even though he has no powers, training or meaningful reason to do so.",45.668,11730,7.122,28000000,96188903
20526,Pelicula,TRON: Legacy,Joseph Kosinski,"Jeff Bridges, Garrett Hedlund, Olivia Wilde, Bruce Boxleitner, James Frain",Estados Unidos,2010-12-14,2010,6.5,,"Aventura, Accion, Ciencia Ficcion",Ingles,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.",44.783,7236,6.5,170000000,400062763
52629,Pelicula,El Infierno,Luis Estrada,"Damian Alcazar, Joaquin Cosio, Ernesto Gomez Cruz, Maria Rojo, Elizabeth Cervantes",Mexico,2010-09-03,2010,7.9,,"Accion, Crimen, Western, Comedia, Drama",Espanol,"After being deported back to Mexico, a man has no choice but to join the vicious drug cartel that has corrupted his hometown in order to survive.",43.812,691,7.9,0,6703873
26389,Pelicula,From Paris with Love,Pierre Morel,"John Travolta, Jonathan Rhys Meyers, Kasia Smutniak, Richard Durden, Bing Yin","Reino Unido, Francia",2010-02-04,2010,6.27,,"Accion, Crimen, Suspenso",Ingles,"James Reese has a good job as an ambassador's aid in France, but his real passion is a side gig—working in a minor role in the CIA. He would love to be a full-fledged agent and can't believe his luck when he lands an assignment with Charlie Wax. Trigger-happy Charlie soon has James crying for his desk job, but when he learns that the same guys they're trying to catch are after him, James realises that Charlie may be his only hope of survival.",43.037,2043,6.27,52000000,52800000
10196,Pelicula,The Last Airbender,M. Night Shyamalan,"Noah Ringer, Dev Patel, Nicola Peltz Beckham, Jackson Rathbone, Shaun Toub",Estados Unidos,2010-06-30,2010,4.6,,"Accion, Aventura, Fantasia",Ingles,"The story follows the adventures of Aang, a young successor to a long line of Avatars, who must put his childhood ways aside and stop the Fire Nation from enslaving the Water, Earth and Air nations.",42.597,4004,4.6,150000000,319713881
27581,Pelicula,The Other Guys,Adam McKay,"Will Ferrell, Mark Wahlberg, Eva Mendes, Michael Keaton, Steve Coogan",Estados Unidos,2010-08-06,2010,6.3,,"Accion, Comedia, Crimen, Suspenso",Ingles,"Unlike their heroic counterparts on the force, desk-bound NYPD detectives Gamble and Hoitz garner no headlines as they work day to day. When a seemingly minor case turns out to be a big deal, the two cops get the opportunity to finally prove to their comrades that they have the right stuff.",40.669,4234,6.3,100000000,170432927
47931,Pelicula,Elite Squad: The Enemy Within,Jose Padilha,"Wagner Moura, Irandhir Santos, Andre Ramiro, Pedro Van-Held, Maria Ribeiro",Brasil,2010-10-08,2010,7.811,,"Drama, Accion, Crimen",Portugues,"After a bloody invasion of the BOPE in the High-Security Penitentiary Bangu 1 in Rio de Janeiro to control a rebellion of interns, the Lieutenant-Colonel Roberto Nascimento and the second in command Captain Andre Matias are accused by the Human Right Aids member Diogo Fraga of execution of prisoners. Matias is transferred to the corrupted Military Police and Nascimento is exonerated from the BOPE by the Governor.",40.66,1879,7.811,0,63027681
9543,Pelicula,Prince of Persia: The Sands of Time,Mike Newell,"Jake Gyllenhaal, Gemma Arterton, Ben Kingsley, Alfred Molina, Steve Toussaint",Estados Unidos,2010-05-19,2010,6.3,,"Aventura, Fantasia, Accion",Ingles,"A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time – gift from the gods that can reverse time and allow its possessor to rule the world.",39.509,6807,6.3,200000000,336365676
22538,Pelicula,Scott Pilgrim vs. the World,Edgar Wright,"Michael Cera, Mary Elizabeth Winstead, Ellen Wong, Kieran Culkin, Alison Pill","Japon, Reino Unido, Estados Unidos",2010-08-12,2010,7.491,,"Accion, Comedia, Romance",Ingles,"As bass guitarist for a garage-rock band, Scott Pilgrim has never had trouble getting a girlfriend; usually, the problem is getting rid of them. But when Ramona Flowers skates into his heart, he finds she has the most troublesome baggage of all: an army of ex-boyfriends who will stop at nothing to eliminate him from her list of suitors.",39.321,7985,7.491,85000000,51691156
22894,Pelicula,Legion,Scott Stewart,"Paul Bettany, Dennis Quaid, Lucas Black, Kate Walsh, Tyrese Gibson",Estados Unidos,2010-01-21,2010,5.9,,"Terror, Accion, Fantasia",Ingles,"When God loses faith in humankind, he sends his legion of angels to bring on the Apocalypse. Humanity's only hope for survival lies in a group of strangers trapped in an out-of-the-way, desert diner with the Archangel Michael.",38.772,2656,5.9,26000000,67900000
51608,Pelicula,The Man from Nowhere,Lee Jeong-beom,"Won Bin, Kim Sae-ron, Kim Tae-hun, Kim Hee-won, Kim Seung-o",Corea del Sur,2010-08-04,2010,7.7,,"Accion, Suspenso, Crimen",Coreano,An ex-special agent is involved in a convoluted drug ring drama. He has to save a drug smuggler's innocent daughter from being the victim of her parents' fight.,38.694,1348,7.7,1255000,43059790
43947,Pelicula,I Spit on Your Grave,Steven R. Monroe,"Sarah Butler, Jeff Branson, Tracey Walter, Andrew Howard, Chad Lindberg",Estados Unidos,2010-06-17,2010,6.5,,"Suspenso, Crimen, Terror",Ingles,"A beautiful woman from the city, Jennifer Hills, rents an isolated cabin in the country to write her latest novel. Soon, a group of local lowlifes subject her to a nightmare of degradation, rape, and violence.",38.125,2344,6.5,2000000,572809
44115,Pelicula,127 Hours,Danny Boyle,"James Franco, Kate Mara, Amber Tamblyn, Clemence Poesy, Lizzy Caplan","Francia, Reino Unido, Estados Unidos",2010-11-12,2010,7.1,,"Aventura, Drama, Suspenso",Ingles,The true story of mountain climber Aron Ralston's remarkable adventure to save himself after a fallen boulder crashes on his arm and traps him in an isolated canyon in Utah.,37.971,7606,7.1,18000000,35700000
39514,Pelicula,RED,Robert Schwentke,"Bruce Willis, John Malkovich, Morgan Freeman, Helen Mirren, Mary-Louise Parker",Estados Unidos,2010-10-13,2010,6.7,,"Accion, Aventura, Comedia, Crimen, Suspenso",Ingles,"After surviving an assault from a squad of hit men, retired CIA black ops agent Frank Moses reassembles his old team for an all-out war. Frank reunites with old Joe, crazy Marvin and wily Victoria to uncover a massive conspiracy that threatens their lives. Only their expert training will allow them to survive a near-impossible mission -- breaking into CIA headquarters.",36.185,6751,6.7,58000000,199006387
573531,Pelicula,Halo Legends,"Hideki Futamura, Tomoki Kyoda, Koichi Mashimo, Yasushi Muraki, Daisuke Nishio, Koji Sawai, Hiroshi Yamazaki, Takahiro Tanaka, Hiroyuki Kawasaki, Megumi Shimizu, Keiichi Sugiyama, Shinji Aramaki, Toshiyuki Kanno, Mamoru Oshii","Luci Christian, David Wald, Emily Neves, Shelley Calene-Black, Jessie James Grelle","Alemania, Japon, Estados Unidos",2010-02-16,2010,7.3,,"Animacion, Guerra, Accion, Ciencia Ficcion",Ingles,The universe of the Halo video game series is expanded in seven short animated films from Japan's greatest anime directors and studios.,36.147,161,7.3,0,11000000
35552,Pelicula,The Extraordinary Adventures of Adele Blanc-Sec,Luc Besson,"Louise Bourgoin, Mathieu Amalric, Gilles Lellouche, Jean-Paul Rouve, Jacky Nercessian",Francia,2010-04-09,2010,6.2,,"Fantasia, Aventura, Accion, Misterio",Frances,"An adventure set in the early part of the 20th century, focused on a popular novelist and her dealings with would-be suitors, the cops, monsters, and other distractions.",35.816,1368,6.2,25000000,34604339
27576,Pelicula,Salt,Phillip Noyce,"Angelina Jolie, Liev Schreiber, Chiwetel Ejiofor, Daniel Olbrychski, August Diehl",Estados Unidos,2010-07-21,2010,6.4,,"Accion, Misterio, Suspenso",Ingles,"As a CIA officer, Evelyn Salt swore an oath to duty, honor and country. Her loyalty will be tested when a Russian defector accuses her of being a Russian sleeper spy. She goes on the run, using all her skills and years of experience as a covert operative to elude capture, protect her husband, and stay one step ahead of her colleagues at the CIA. Her efforts to prove her innocence only serve to cast doubt on her motives, as the hunt to uncover the truth behind her identity continues and the question remains: ""Who is Salt?""",35.711,5537,6.4,110000000,293329073
46738,Pelicula,Incendies,Denis Villeneuve,"Lubna Azabal, Melissa Desormeaux-Poulin, Maxim Gaudette, Remy Girard, Allen Altman","Canada, Francia",2010-09-17,2010,8.1,,"Drama, Guerra, Misterio",Frances,"A mother's last wishes send twins Jeanne and Simon on a journey to Middle East in search of their tangled roots. Adapted from Wajdi Mouawad's acclaimed play, Incendies tells the powerful and moving tale of two young adults' voyage to the core of deep-rooted hatred, never-ending wars and enduring love.",35.555,2830,8.1,6800000,6788659
44918,Pelicula,Titanic II,Shane van Dyke,"Shane van Dyke, Marie Westbrook, Bruce Davison, Brooke Burns, Michelle Glavan",Estados Unidos,2010-08-07,2010,5.0,,"Accion, Suspenso, Romance, Aventura",Ingles,"On the 100th anniversary of the original voyage, a modern luxury liner christened ""Titanic 2,"" follows the path of its namesake. But when a tsunami hurls an ice berg into the new ship's path, the passengers and crew must fight to avoid a similar fate.",35.09,424,5.0,0,0
43949,Pelicula,Flipped,Rob Reiner,"Madeline Carroll, Callan McAuliffe, Rebecca De Mornay, Anthony Edwards, John Mahoney",Estados Unidos,2010-08-06,2010,8.016,,"Romance, Drama",Ingles,"When Juli meets Bryce in the second grade, she knows it's true love. After spending six years trying to convince Bryce the same, she's ready to give up - until he starts to reconsider.",34.886,3062,8.016,14000000,4324817
43347,Pelicula,Love & Other Drugs,Edward Zwick,"Jake Gyllenhaal, Anne Hathaway, Oliver Platt, Hank Azaria, Josh Gad",Estados Unidos,2010-11-04,2010,7.0,,"Drama, Comedia, Romance",Ingles,"Maggie is an alluring free spirit who won't let anyone – or anything – tie her down. But she meets her match in Jamie, whose relentless and nearly infallible charm serves him well with the ladies and the cutthroat world of pharmaceutical sales. Maggie and Jamie's evolving relationship takes them both by surprise, as they find themselves under the influence of the ultimate drug: love.",34.685,5196,7.0,30000000,102800000
35019,Pelicula,Nanny McPhee and the Big Bang,Susanna White,"Emma Thompson, Asa Butterfield, Ralph Fiennes, Maggie Gyllenhaal, Maggie Smith","Estados Unidos, Reino Unido, Francia",2010-03-26,2010,6.3,,"Comedia, Fantasia, Familia",Ingles,"Nanny McPhee appears at the door of a harried young mother who is trying to run the family farm while her husband is away at war. But once she’s arrived, Nanny discovers that the children are fighting a war of their own against two spoiled city cousins who have just moved in. Relying on everything from a flying motorcycle and a statue that comes to life to a tree-climbing piglet and a baby elephant, Nanny uses her magic to teach her mischievous charges five new lessons.",34.409,1847,6.3,35000000,93251121
